Hole SNR1 SNR2 SNR3 SNR4 HasAlignment
11600068 10.6877 6.79698 10.0008 5.43648 True
11600070 14.1951 8.13687 10.6707 5.41398 True
11600071 14.2878 9.38541 11.5005 6.21519 True
11600072 9.24993 6.35348 6.96474 5.22904 True
11600073 12.3378 8.73138 11.092 5.98866 True
11600078 13.6122 8.72907 12.9913 6.937 True
11600079 13.5706 8.90933 10.4917 6.38408 True
11600290 9.52311 5.83052 6.73637 3.64788 True
11600293 4.61618 2.18721 4.14361 1.7755 False
11600297 12.2129 8.56135 11.7424 6.34406 True
11600298 13.1263 8.51773 13.4557 7.1839 True
11600300 13.7366 8.89639 11.4136 6.3308 True
11600303 13.4988 8.92324 13.6588 7.65931 True
11600304 9.89117 6.28335 6.35471 3.31915 True
11600311 13.4924 9.11415 13.1253 7.17841 True
11600312 13.2926 8.88773 5.65125 3.29532 False
11600313 13.0553 8.17247 10.3107 5.48882 False
11600315 7.91045 5.14019 7.16948 3.80964 True
11600530 9.54511 5.94043 6.61796 3.42093 True
11600533 12.8126 8.8925 11.0214 6.15473 True
11600535 11.214 5.32029 5.58485 2.53717 False
11600536 4.09466 2.75154 3.92239 2.15918 False
11600537 4.14795 2.8475 3.02318 1.80381 False
11600538 4.76295 2.99472 3.35185 2.11697 False
11600540 11.975 8.0565 12.0724 6.6958 True
11600541 13.3926 9.11558 12.4677 6.70012 True
11600543 5.19018 3.34273 3.539 2.04812 False
11600545 13.8595 9.06777 11.5287 6.24288 True
11600549 15.6128 10.4747 14.5017 8.09784 True
11600551 14.7955 9.69678 15.6635 8.39988 True
11600553 14.0088 9.29856 12.9601 6.91414 True
11600554 13.941 9.43421 12.6978 7.16463 True
11600555 11.7264 8.15614 10.6583 6.30655 True
11600556 7.57292 3.43677 4.82588 1.74826 False
11600771 14.1217 9.33791 14.1554 7.59817 True
11600772 3.97144 2.21692 5.43661 1.681 False
11600774 9.22728 3.00066 7.46446 1.86725 False
11600775 13.3214 8.73567 11.6203 6.19463 True
11665584 11.2135 6.32224 9.02488 4.66912 False
11665589 18.0127 8.36677 12.4745 4.239 True
11665590 12.376 9.22608 14.1063 8.16513 False
11665591 12.1973 8.04454 11.9122 6.27608 True
11665593 10.0112 6.08158 7.69484 4.01813 True
11665594 15.4278 9.96041 12.2686 6.79869 True
11665597 12.3235 8.3011 12.2411 6.88466 True
11665600 13.423 8.89249 12.8898 6.59882 True
11665602 13.804 9.58191 10.2772 5.61946 True
11665603 13.6089 8.99591 12.8164 6.80605 True
11665604 3.90594 2.32096 3.1829 1.76754 False
11665605 12.0428 7.81811 5.74719 3.0869 True
11665606 13.9024 8.82284 11.7168 6.30161 True
11665607 13.5783 8.61612 14.2369 7.38653 True
11665609 14.5695 9.98064 13.6613 7.5372 True
11665611 10.3629 5.953 8.98875 4.99866 True
11665612 13.8129 8.88126 12.9816 6.9614 True
11665824 13.384 8.84658 12.3652 6.70623 True
11665825 9.26483 5.87896 8.21092 4.36729 True
11665826 10.1887 7.29613 2.42553 1.16988 False
11665827 13.5163 8.89585 11.4777 6.14536 True
11665828 12.602 8.84603 11.2522 5.93567 True
11665829 7.20618 2.17942 7.19215 1.69754 False
11665834 10.8353 7.15637 11.2504 6.11232 True
11665839 16.7577 9.8587 13.7411 6.98698 False
11665841 15.1133 9.91338 14.7873 7.80851 True
11665843 11.2445 7.0284 9.16438 4.6439 True
11665845 9.84463 6.13627 7.24887 3.84336 True
11665847 10.5088 6.47226 11.0777 5.71376 True
11665849 10.6164 5.65839 9.01747 4.05905 False
11665852 10.994 7.92382 10.2434 4.81702 False
11665855 13.9374 8.74224 13.3533 7.04062 True
11666065 9.51329 6.27279 4.02062 1.86203 False
11666067 8.05606 5.1942 8.71162 3.4737 True
11666070 10.8858 6.53101 8.7737 4.21234 True
11666081 12.4401 8.41368 10.4842 5.71634 True
11666083 12.2463 7.9656 11.9225 6.10923 True
11666084 13.9 9.31821 13.1301 7.23824 True
11666085 15.1368 9.91834 12.8633 6.95293 True
11666089 10.6648 5.83855 8.16301 4.5107 True
11666092 13.2138 7.92582 11.605 5.67133 True
11666309 14.0485 9.82769 12.4374 7.10433 True
11666311 14.3667 9.58112 13.3496 7.2232 True
11666319 13.0293 9.09518 12.7523 7.06494 True
11666325 13.9459 9.3272 14.0334 7.53442 True
11666328 6.97633 4.35555 4.98788 2.61316 False
11666329 11.3194 7.54005 9.00812 4.55199 False
11731121 13.5645 8.66741 11.7324 5.7885 True
11731122 12.0925 7.22449 14.1607 7.31562 True
11731124 13.9365 9.16751 13.1863 7.09625 True
11731125 16.932 11.1778 13.2635 7.20093 True
11731126 6.59834 4.12691 5.583 2.825 False
11731129 13.5781 8.89416 10.9488 5.77711 True
11731130 11.1022 7.41366 10.8496 5.23979 False
11731131 13.3316 8.83287 13.3544 7.11892 True
11731132 13.0242 8.64109 11.6729 6.26853 True
11731134 4.24631 2.69359 3.80848 1.98931 False
11731136 14.7241 9.28167 12.2208 6.27337 True
11731138 14.6674 9.68896 13.3181 7.25871 True
11731141 13.091 8.57439 13.4402 7.00144 True
11731142 11.548 7.57118 9.06403 4.7779 True
11731143 13.5751 9.26899 12.4513 6.76373 True
11731144 10.9724 6.87142 12.2529 6.68878 True
11731145 13.3627 8.69683 13.7641 7.33748 True
11731147 12.0006 8.12559 12.7263 6.79566 True
11731148 13.6596 8.85436 11.0418 5.89561 True
11731363 13.5045 8.91842 12.8366 6.84309 True
11731365 14.598 9.08547 12.5013 6.00869 True
11731368 12.8769 8.55336 13.5387 7.15055 True
11731369 12.7017 8.58681 11.0487 6.02089 True
11731370 9.93278 5.15066 8.53156 3.9588 False
11731372 6.46601 4.23356 4.70355 2.53912 True
11731375 12.7702 8.52349 12.511 6.75797 True
11731376 11.5427 7.67611 12.1297 6.50304 True
11731377 13.6986 5.01594 8.43011 4.25657 False
11731379 12.9344 8.9262 9.46348 6.1191 False
11731382 4.10756 2.6786 3.88144 2.05007 False
11731383 14.2819 8.84909 11.7591 6.13732 True
11731385 12.9921 8.72127 12.3338 6.67629 True
11731386 12.6869 8.37973 10.6141 5.61009 True
11731388 13.0999 8.409 11.6243 6.21169 True
11731389 14.6102 9.62904 13.3088 6.81498 True
11731390 14.4628 9.85966 13.7184 7.55154 True
11731603 13.5676 9.09043 13.0635 7.10425 True
11731606 12.5884 8.66624 11.6961 6.52433 True
11731618 14.4566 9.56234 13.0754 7.06364 True
11731627 9.90728 5.8078 8.34391 4.60743 False
11731628 6.27431 3.88236 4.20474 2.48685 False
11731629 6.32991 3.28828 6.28647 2.36681 False
11731630 5.60211 3.53755 3.595 2.18954 False
11731843 13.5545 8.95711 13.618 7.4053 True
11731845 16.4651 10.7045 14.9396 8.20736 True
11731852 13.4041 9.01544 14.202 7.68412 True
11731854 14.907 9.99712 12.8001 6.9742 True
11731869 14.5501 9.52235 13.2272 7.06247 True
11796656 4.93157 2.88545 3.45513 2.14289 False
11796657 11.2343 6.66562 9.23941 4.84127 True
11796658 8.1484 4.77823 6.28421 2.9249 False
11796660 11.9596 7.93905 10.145 5.59766 True
11796661 13.717 9.05842 12.4452 6.64748 True
11796662 7.22038 3.2353 6.71955 3.4397 False
11796664 11.7562 8.96029 10.694 5.65856 True
11796665 11.5787 7.86125 10.4231 5.83211 True
11796671 12.0992 8.27408 12.3068 6.65192 True
11796676 12.3561 7.25419 11.9967 6.35915 True
11796680 13.8831 8.93494 11.4885 6.23721 True
11796683 13.6905 9.05104 12.7097 6.70516 True
11796900 14.312 9.88037 13.2876 7.36317 True
11796901 12.2107 7.77653 12.5032 6.18889 True
11796903 14.8839 9.6764 11.6766 6.37067 True
11796913 14.59 8.79524 12.2653 6.4684 True
11796915 15.121 9.37744 13.1251 7.07045 True
11796916 13.2298 7.92988 11.7484 6.29326 True
11796919 12.5407 8.4644 13.4686 7.23916 True
11796920 8.6692 5.64689 6.43668 3.28008 True
11796921 9.25216 5.1428 5.99874 3.22334 False
11796924 14.2886 9.39941 12.9755 6.86464 True
11796926 11.3666 5.89412 9.47279 4.25095 False
11797136 11.5462 8.58643 11.4188 6.79283 True
11797138 12.4473 9.22733 12.1506 6.26217 True
11797140 14.9851 9.86803 12.5217 6.45063 True
11797141 12.8019 8.89319 10.7714 5.77684 True
11797143 9.74451 6.89584 3.85021 2.22442 False
11797148 11.5054 6.8798 2.69493 1.40612 False
11797152 12.0772 5.50285 9.95753 4.00205 False
11797153 12.1696 8.53727 11.9061 6.91663 True
11797157 14.2945 8.78883 14.0368 6.74872 True
11797160 9.91261 6.09801 9.67941 5.15885 True
11797163 12.6215 9.07109 11.8599 6.72327 True
11797164 14.8246 9.94289 11.418 6.51215 False
11797166 14.7598 9.74575 11.7962 6.0469 True
11797167 9.54497 4.9812 7.2295 2.51187 False
11797382 7.04713 4.50922 6.26092 3.31205 True
11797384 16.7731 10.4714 14.749 7.39223 True
11797385 13.1038 8.68325 12.5383 6.51854 True
11797390 4.53084 2.62723 3.81848 2.06431 False
11797392 4.32469 2.91927 2.83696 1.94267 False
11797406 14.3597 9.4699 13.0091 6.97372 True
11862192 12.9415 8.76081 13.8668 7.28584 True
11862193 15.2841 4.84647 12.2122 4.54036 False
11862196 13.9817 8.97622 9.83232 5.33987 True
11862197 12.3526 7.29404 11.8653 6.16467 True
11862198 4.59071 2.31497 3.9999 1.66143 False
11862199 12.0317 7.72186 12.2075 6.57358 True
11862201 13.8941 9.27624 11.5377 6.1724 True
11862202 13.2916 8.69208 12.5085 6.5826 True
11862204 12.46 8.52734 12.8441 6.83781 True
11862205 12.5057 8.02919 9.66096 5.58891 False
11862206 9.58212 6.07907 9.44838 5.09092 True
11862207 13.9633 9.25016 12.3588 6.61513 True
11862211 15.2193 9.9747 12.2447 6.41055 True
11862213 11.388 7.22626 11.6656 6.29194 True
11862214 12.7249 8.61306 10.7179 5.67977 True
11862216 12.5354 8.16797 11.3979 6.05815 True
11862217 9.24449 6.00684 8.33964 4.47319 True
11862218 4.02392 2.79097 3.4728 2.08153 False
11862219 13.4994 8.67678 11.1833 5.94004 True
11862222 10.8557 7.60238 10.4797 5.9662 False
11862223 9.31491 5.79416 8.29197 4.29389 True
11862432 5.8157 3.64486 4.50731 2.56929 False
11862434 9.49431 5.88008 6.36291 3.39851 True
11862435 8.95259 5.55243 7.44645 3.77014 False
11862437 9.49364 4.84461 2.93014 1.77409 False
11862440 7.81032 5.13387 6.45506 3.44123 False
11862441 13.0213 8.53064 12.1953 6.58684 True
11862453 13.3532 8.59824 13.0827 6.4626 False
11862455 12.8223 8.19109 12.1361 6.53021 True
11862461 13.8985 9.01479 11.2705 5.98695 True
11862462 14.0763 9.29426 12.4271 6.6428 True
11862672 14.8227 9.22829 13.8496 7.14689 True
11862673 13.5698 9.27247 11.475 6.23873 True
11862677 9.65062 3.86349 7.78471 2.0877 False
11862680 11.5614 7.64735 10.3401 5.96481 False
11862681 5.53275 3.66038 4.44645 2.31668 False
11862682 9.15912 5.96431 7.49283 3.91601 True
11862685 15.211 9.47334 13.9315 7.41359 True
11862688 5.73013 3.53276 5.20283 1.52601 False
11862691 14.8282 9.84107 14.0395 7.51034 True
11862692 14.5406 9.67035 11.5733 6.12238 True
11862694 11.9533 8.25258 13.093 6.16048 True
11862699 15.3747 10.0214 14.1113 7.50146 True
11862701 14.9702 9.80658 14.3392 7.6373 True
11862922 4.08432 2.2668 3.75617 1.79182 False
11862924 4.49149 2.94036 2.9557 1.76618 False
11862932 14.5961 9.68314 13.2378 7.0282 True
11862939 15.845 10.1863 16.7036 9.00568 True
11927728 12.4516 8.50288 9.66703 5.13538 True
11927730 14.3536 10.3028 12.6303 7.30217 True
11927731 14.5923 9.16784 14.1571 7.40727 True
11927732 12.8919 7.76235 10.7056 5.32969 False
11927734 12.1805 7.79598 10.7569 5.42238 True
11927736 11.975 6.98115 11.5061 5.87934 True
11927738 12.9869 9.27421 12.9823 7.33952 True
11927746 12.7706 8.47163 12.3293 6.52528 True
11927747 7.7857 4.67131 7.78952 4.0693 True
11927750 12.6862 8.09049 13.2768 6.87093 False
11927752 14.9357 9.90619 11.9831 6.58518 True
11927754 14.1513 9.02245 11.9438 6.35882 True
11927755 14.1339 9.30908 12.615 6.7518 True
11927758 13.3419 9.07091 11.2688 6.24979 True
11927968 14.4513 9.6161 12.3557 6.56206 True
11927970 11.9013 7.78047 11.6653 6.19832 True
11927973 12.3508 5.13988 8.27137 3.68729 False
11927975 13.0372 9.48129 10.8421 5.89299 False
11927979 14.8951 9.61564 10.918 5.90222 True
11927985 13.3495 8.84123 12.2856 6.52543 True
11927988 13.5131 8.78475 12.066 6.55572 True
11927990 12.3965 8.53153 9.37211 5.31398 True
11927991 4.92919 3.423 3.30172 2.20124 False
11927993 14.4583 9.77491 13.0973 7.15162 True
11927994 5.54119 3.38624 3.80938 2.36988 False
11927995 13.3814 8.39465 13.3421 6.60574 True
11927996 10.1231 6.60361 7.02345 3.69105 True
11927998 12.7243 8.52008 11.8962 6.45479 False
11928212 11.679 7.74635 10.2741 5.56746 True
11928215 10.1214 6.27864 8.5344 4.37154 True
11928218 13.8053 9.63423 12.147 6.02962 True
11928221 12.8144 8.4899 11.9238 6.63886 True
11928223 14.4006 9.43355 12.0752 6.53238 True
11928232 4.00315 2.43122 3.91017 2.33056 False
11928239 14.4738 9.69363 12.9497 7.17508 True
11928454 5.01624 2.11497 4.75636 1.95292 False
11928475 9.51353 6.53289 7.89046 4.06328 False
11928479 7.47809 4.52714 5.95869 3.14975 True
11993265 9.67031 6.15609 8.34955 4.47729 True
11993268 6.62537 3.92255 5.04001 2.46258 False
11993270 14.3826 9.10273 12.5656 6.51858 True
11993272 13.675 8.94925 12.7019 6.74858 True
11993275 12.1069 8.05542 10.6353 5.79119 True
11993276 7.12457 4.6207 4.86177 2.47674 True
11993277 14.0397 8.95509 13.0095 6.85311 True
11993279 14.069 9.42306 12.6362 6.8993 True
11993280 11.9066 7.74717 12.3854 6.51721 True
11993281 9.38909 6.09732 7.76572 4.00108 True
11993286 13.0412 8.24864 13.0091 7.12781 True
11993288 11.6797 8.3237 9.2642 4.92276 True
11993291 13.3613 8.79399 11.626 6.13955 True
11993292 4.06634 2.11747 5.07056 1.7771 False
11993295 10.9715 8.2951 9.67478 5.4639 True
11993505 8.94364 5.6203 9.33427 4.80708 True
11993513 14.1771 9.17478 12.2976 6.56429 True
11993514 12.2099 8.11743 13.0566 7.11684 True
11993517 8.73635 4.34785 9.19215 3.77835 False
11993518 5.22338 2.94821 3.76505 2.22286 False
11993521 13.0418 8.6974 12.0408 6.18333 True
11993523 8.27058 3.19586 4.04137 2.08789 False
11993525 13.9674 8.44325 12.5969 6.92127 False
11993529 14.5226 9.67675 11.0309 6.01141 True
11993531 13.1767 8.6181 12.5721 6.78247 True
11993532 11.5321 7.37444 11.4984 6.13566 True
11993533 14.3193 9.4621 12.3289 6.45556 True
11993755 14.9019 9.8052 12.9679 6.74267 True
11993756 14.7143 9.60676 13.2526 6.84805 True
11993759 15.4028 10.1558 12.5663 6.2981 True
11993760 13.2984 8.79606 12.2892 6.45924 True
11993761 5.12548 2.169 5.18501 1.63395 False
11993768 18.7048 12.3343 16.056 8.74891 False
11993774 9.7691 6.23398 8.31857 4.12321 True
11993987 11.6301 7.42287 10.5382 5.48919 True
11993989 15.367 10.1586 14.8334 7.85477 True
11993993 13.6436 9.29038 11.0372 5.91613 True
11993994 5.08277 2.21879 6.65845 2.07756 False
11994000 6.67293 4.42237 5.40094 2.5854 False
11994006 12.5072 4.72448 12.9016 3.84922 False
12058800 13.5927 9.04341 12.8351 6.80727 True
12058801 12.8143 8.55976 11.2239 5.89602 True
12058802 12.6508 8.66344 11.3757 6.14052 True
12058808 10.0057 4.83073 8.75292 4.18877 False
12058810 4.28267 2.87532 2.7319 1.86659 False
12058811 14.4316 8.71562 11.308 5.86437 True
12058812 5.66984 3.42892 4.09378 2.37755 False
12058813 13.7242 9.17579 12.8599 7.02462 True
12058816 12.0517 8.28462 12.3713 6.58354 True
12058817 14.2526 9.54681 11.8685 6.08902 True
12058818 11.6884 8.03866 9.20986 5.91662 True
12058819 12.7071 8.3916 10.5057 5.62979 True
12058820 12.7772 7.92086 12.7091 6.92647 True
12058821 13.2445 9.38332 11.4882 6.36686 True
12058822 13.4316 8.52724 9.91902 5.42159 True
12058824 10.0711 6.33431 10.0318 5.10391 True
12059041 13.8105 8.97013 11.606 6.17239 True
12059042 11.6986 7.62354 11.4881 6.27909 True
12059045 14.014 9.40945 11.4635 5.99908 True
12059047 12.3727 8.07979 11.1091 5.96417 True
12059051 4.64715 2.10005 6.22416 5.31328 False
12059056 13.1036 8.61532 11.0296 5.93784 True
12059058 14.636 9.71941 13.1016 7.1685 True
12059063 13.131 8.63254 11.9241 6.4504 True
12059064 12.4317 8.31238 8.8282 4.68843 True
12059065 11.7982 7.35916 10.6269 5.62819 True
12059067 12.8787 8.5602 13.7293 7.3644 True
12059069 13.2865 8.78771 11.8251 6.32834 True
12059280 13.8808 9.64548 12.8035 7.02657 True
12059286 7.64237 4.87228 4.70888 2.57429 False
12059291 4.06969 2.00014 3.78727 1.59085 False
12059293 13.7776 8.85747 11.4741 6.28977 True
12059296 13.1183 8.54287 12.1248 6.76335 True
12059302 12.9815 9.07665 11.8643 6.6676 True
12059307 11.2332 7.2904 10.6328 5.65961 True
12059308 13.9424 9.30972 12.0813 6.43827 True
12059523 15.1489 10.1263 13.3263 6.99158 True
12059538 12.5591 8.42394 10.9925 5.96389 True
12059545 13.8142 9.91889 11.7042 6.89464 True
12059551 12.0332 7.8883 13.0021 7.25939 True
12124336 12.8288 8.17651 12.2986 6.55639 True
12124337 13.6554 9.06659 11.7416 6.08968 True
12124338 11.5216 7.81822 12.5476 6.74095 True
12124339 12.8693 8.00389 12.5207 6.18136 True
12124340 13.7322 9.04404 11.04 5.98509 True
12124341 15.9421 10.1616 13.5824 7.04784 True
12124344 11.8031 7.74683 12.0358 6.66454 True
12124345 17.6243 10.8553 14.9444 7.75084 False
12124348 12.9716 8.47958 10.6441 5.56569 True
12124349 15.7546 10.5692 14.0329 7.38762 True
12124350 16.1554 10.3854 14.0808 8.23973 True
12124351 13.7853 9.12162 11.7591 6.23849 True
12124358 12.1913 8.09273 9.68308 5.02724 True
12124359 13.5779 8.91491 12.4822 6.70352 True
12124365 13.2469 8.90211 11.2075 6.12529 True
12124366 11.4732 7.5974 11.135 6.20133 True
12124577 8.62111 6.04682 7.70196 4.15998 True
12124578 4.72723 3.10132 3.60151 2.28556 False
12124579 14.0662 9.02148 11.9683 6.45711 True
12124583 12.5789 8.38503 9.3177 5.08988 True
12124586 10.8132 7.61747 12.4088 6.45248 True
12124588 12.479 7.54953 13.49 6.76812 True
12124590 12.4042 8.15976 11.2513 6.2007 True
12124591 13.9683 9.02972 12.2861 6.26482 True
12124592 13.6132 8.76588 12.5635 6.65225 True
12124594 12.8028 8.48047 11.7422 6.22102 True
12124597 11.9832 8.23206 12.5106 6.84025 True
12124601 14.6992 9.81839 12.2213 6.86028 True
12124603 12.9043 8.69858 11.8344 6.4593 True
12124607 10.4024 6.86201 10.7344 5.84571 True
12124819 12.9923 8.77713 13.3109 7.46938 True
12124820 14.2573 9.5758 13.0658 7.09938 True
12124821 11.0739 4.91391 8.42509 4.25287 False
12124822 10.7272 5.46592 7.98665 3.97681 False
12124823 14.1874 9.8157 13.3939 7.33381 True
12124828 14.3435 9.19651 12.923 6.89578 False
12124832 10.9965 7.02234 9.35358 4.35568 False
12124838 13.9595 9.23265 13.1675 7.04007 True
12124842 13.8159 9.06885 11.7749 6.37397 True
12124844 11.9739 7.96044 10.7169 5.6914 True
12124845 4.67787 2.55283 4.12604 1.84517 False
12124846 14.0769 9.40589 13.315 7.20225 True
12125060 15.2452 9.9818 13.4313 7.10124 True
12125071 11.3208 4.42834 7.7257 2.08286 False
12125075 12.821 5.0267 7.37726 3.96228 False
12125076 12.5381 9.12388 11.2758 6.56343 True
12125081 13.4433 8.42737 11.3702 5.96965 True
12125083 11.2978 8.31832 12.6983 7.22908 False
12189872 14.4743 9.0309 13.1126 6.34823 True
12189873 13.8288 8.76917 13.0302 6.54859 True
12189874 15.2889 10.2154 12.6873 6.88799 True
12189875 13.8179 9.0649 13.7375 7.40852 True
12189882 8.76374 5.31213 8.96999 4.44053 True
12189883 13.2177 8.18572 12.1344 6.13738 True
12189890 10.4307 8.4188 9.57739 5.67905 True
12189891 13.3417 8.88447 12.4365 6.77993 True
12189892 14.5128 9.49878 12.8478 6.72404 True
12189897 13.6138 8.92892 14.2669 7.6802 True
12189899 11.1815 7.57391 9.26091 4.66127 True
12189901 13.3814 8.79323 12.9898 6.857 True
12190112 12.6376 8.71246 10.8415 5.95791 True
12190117 11.3545 7.49287 11.162 5.89225 True
12190121 13.3804 8.89125 12.2015 6.6384 True
12190125 13.2413 8.66566 12.2641 6.48027 True
12190128 12.0566 7.34599 12.0669 6.22302 True
12190130 12.1681 7.90271 11.3159 6.04834 True
12190134 13.1291 8.57715 10.6679 5.61602 True
12190135 11.7191 7.93348 11.4152 6.09488 True
12190138 13.3826 8.57019 12.7494 6.707 True
12190141 14.5623 9.54361 13.1638 6.9269 True
12190143 13.1525 9.2802 11.7858 6.56697 True
12190352 13.3819 8.8321 11.9793 6.33119 True
12190355 16.3156 10.8596 15.0438 8.01138 True
12190356 12.8093 7.31428 11.3555 5.70434 False
12190364 11.1999 6.79738 11.4765 5.73109 True
12190370 12.044 8.37865 11.9455 6.88255 True
12190373 5.94614 3.99838 4.33934 2.40809 True
12190375 10.4021 6.57317 8.09748 4.41289 True
12190593 9.01296 4.84349 8.57984 2.76977 False
12190604 14.3257 9.37189 13.6553 7.25456 True
12190613 15.3195 10.2804 13.4938 7.15209 True
12190615 7.71274 4.73526 6.60048 3.14765 True
12190616 13.7155 8.61224 12.5191 6.52284 False
12190621 15.397 10.2162 15.6552 8.90522 True
12190623 14.7534 9.31736 13.5156 7.06445 True
12255409 12.5486 8.21089 10.4919 5.19189 True
12255411 11.7341 7.36888 11.5595 6.3832 True
12255412 11.4901 9.14913 10.0233 5.27622 True
12255413 13.1743 8.87137 12.5395 6.8043 True
12255414 12.6644 8.22756 12.3444 6.62153 True
12255416 14.7388 9.52399 12.7088 6.75258 True
12255419 11.7356 8.56886 11.4845 6.32613 True
12255421 11.4014 8.42831 10.7242 5.95984 True
12255422 11.8176 7.71631 8.68125 4.57881 True
12255425 14.827 9.74475 11.69 6.27191 True
12255426 15.527 7.89325 4.18679 2.0442 False
12255427 11.7369 7.17272 8.66126 4.12556 True
12255428 10.1347 7.08658 8.9268 4.7148 True
12255429 10.4332 7.23916 11.2027 5.95235 True
12255432 12.0754 8.21523 11.4436 6.13582 True
12255433 4.52969 2.65876 3.85382 1.75753 False
12255435 9.25524 6.35869 7.59688 4.09849 True
12255438 13.7371 9.3302 11.8481 6.85814 True
12255648 13.0033 8.62881 11.1461 5.97942 True
12255649 12.8305 8.65893 11.3279 6.39873 True
12255653 4.6331 3.13115 2.86055 1.60534 False
